source,listing_id,title,rent_gross_chf,rent_net_chf,rent_charges_chf,rooms,living_space_m2,floor,year_built,street,zip,city,lat,lon,url,object_type,description,attributes,is_furnished,year_renovated,moving_date
flatfox,86395188,,1050,930,120,2.0,,1,,Friedhofstrasse 2,8583,Sulgen,47.540324742107,9.186221771288,https://flatfox.ch/de/wohnung/friedhofstrasse-2-8583-sulgen/86395188/,APARTMENT,"Ab dem 15.12.2026 oder nach Vereinbarung vermieten wir diese gut gepflegte 2 Zimmerwohnung in Sulgen. 

**Zum Objekt:**

  * Praktische Küche mit Glaskeramik, viel Schrankplatz und eine Sitzecke. 

  * WC/Bad in schönen und hellen Farben. 

  * Grosszügiges, lichtdurchflutetes Wohn und Schlafzimmer mit Laminatboden. 

  * Grosser Balkon um die schöne Tagen an der frischen Luft zu geniessen. 




Haben Sie ein Auto? Auf Wunsch kann einen Parkplatz dazu gemietet werden. 

**Zur Lage:**

In nur max. 10 Gehminuten befinden Sie sich bei den Supermärkten Migros, Coop & Denner, Coiffeur, Ärztezentren und am Bahnhof Sulgen. 

Lassen Sie sich selbst überzeugen und melden Sie sich noch heute beim Herr Budzhak per Email unter budzhak96200@gmail.com um einen Besichtigungstermin zu vereinbaren!","view,parkingspace,balconygarden",False,,2026-12-15
flatfox,86395275,,2400,2400,0,3.5,90,,,,8037,Zürich,47.395284742101,8.521621771284,https://flatfox.ch/de/wohnung/8037-zurich/86395275/,APARTMENT,"Diese charmante 3,5-Zimmer-Wohnung im lebendigen Zürich, Kreis 10, bietet auf 90 m² viel Platz und eine tolle Mischung aus Stadt und Natur.   
  
Die Wohnung ist sehr hell und hat einen schönen Blick ins Grüne und trotzdem ist man mittendrin: In nur 5 Minuten ist man an der Limmat und ebenfalls in ca. 5 Minuten im Wald sowie 5 Minuten zum Röschibachplatz.   
  
Die Wohnung verfügt über eine eigene Waschmaschine und eine Spülmaschine. Der monatliche Mietpreis beträgt CHF 2’400.–.   
  
Ich suche im Tausch eine Wohnung mit mindestens 2,5 Zimmern und maximal CHF 2’250.– Miete. Ein Balkon, eine Terrasse oder ein Garten ist für mich ein Muss.   
  
Falls du etwas Passendes hast, lass uns gerne austauschen und mehr erfahren! 😊",,False,,
flatfox,86395288,,800,,,,18,,,Albisriederstrasse 54,8003,Zürich,47.377794742109,8.505851771283,https://flatfox.ch/de/wohnung/albisriederstrasse-54-8003-zurich/86395288/,FURNISHED_FLAT,"✅1-Bedroom Fully Furnished Apartment for Rent   
  
✅✨ Size:40 m², with a bedroom measuring 19 m² 1st Floor | Renovated in 2023 Looking for a comfortable and modern home near comfortable home in the heart of city Centre fully furnished 1-bedroom apartment offers a bright, functional layout with modern finishes and plenty of natural light. Perfect for professionals, couples, students, or a small family looking for a cozy home and convenient home in most vibrant neighborhoods.   
  
🏠 Property Features:   
  
✅🛏️ Private Bathroom & toilet   
  
✅ 🛋️ Bright living room with open-plan kitchen   
  
✅ Bright & Well-Maintained Interior   
  
✅ 🌿Private Balcony with peaceful garden views   
  
✅❄️ Air conditioning & Security door   
  
✅⚡ Energy Class B   
  
✅ 🛋️ Fully furnished   
  
✅💡 Electricity, water & common charges included.   
  
✅💶 Rent: CHF 800/monthly ALL INCLUSIVE (bills included) & Security Deposit: CHF 1,500 (refundable)   
  
✅📍 Locations.... Albisriederstrasse 54, 8003 Zürich, Switzerland   
✅📍 Excellent Central Location with Easy Access Just a few minutes' walk to Public Transport, Shops, Cafés & City Amenities   
  
✅📩 Send a message for more information DM now to book.please send me a direct message via my email   
( hienos6566@gmail.com )   
Kindly include a screenshot of this post with your email address.   
  
Thank you for your interest. I look forward to your response.","balconygarden,washingmachine,parkingspace",True,,2026-10-01
flatfox,86395332,,2700,,0,3.5,100,2,2010,,8302,Kloten,47.452659742102,8.578601771286,https://flatfox.ch/de/wohnung/8302-kloten/86395332/,APARTMENT,Mit Tiefgaragenstellplatz,"view,balconygarden,minergie,parkingspace,garage,lift,accessiblewithwheelchair,stonefloor,dishwasher,tumbler,washingmachine",False,2025,
flatfox,86395445,,1990,,180,2.0,54,2,,Sihlhallenstrasse 11,8004,Zürich,47.379694742103,8.526681771287,https://flatfox.ch/de/wohnung/sihlhallenstrasse-11-8004-zurich/86395445/,APARTMENT,"Per 16.10.2026 oder nach Vereinbarung vermieten wir diese zentrale 2-Zimmer-Wohnung an der Sihlhallenstrasse 11, 8004 Zürich.  
Die Wohnung überzeugt durch ihre zentrale Lage und eignet sich ideal für Singles, Paare oder Pendler, welche das urbane Stadtleben schätzen.  
  
**Die Wohnung bietet Ihnen:**  
  

*   Parkettboden im Wohn- und Schlafzimmer
*   Küche mit Steinplatten
*   Badezimmer mit Badewanne
*   Praktischer Einbauschrank im Korridor
*   Kellerabteil im 2. UG inklusive
*   Zentrale Wohnlage mit hervorragender Anbindung an den öffentlichen Verkehr
*   Einkaufsmöglichkeiten, Restaurants und Freizeitangebote in unmittelbarer Nähe

Profitieren Sie von den Vorzügen des Stadtlebens und wohnen Sie mitten im lebendigen Kreis 4.  
  
**Hinweis:** Die im Inserat verwendeten Fotos können vom tatsächlichen Mietobjekt abweichen und dienen lediglich der Veranschaulichung.  
  
**Kontakt**:  
Senden Sie uns Ihre Besichtigungsanfrage bequem online! Füllen Sie dazu einfach das Kontaktformular auf dieser Webseite.  
Wir freuen uns auf Ihre Anfrage!","garage,lift,dishwasher",False,,
flatfox,86395448,,,630,120,1.0,,4,,Bahnhofstrasse 34a,8580,Amriswil,47.548987042107,9.303721771286,https://flatfox.ch/de/wohnung/bahnhofstrasse-34a-8580-amriswil/86395448/,APARTMENT,"In einem ruhig gelegenen Wohnblock erwartet Sie eine gemütliche 1-Zimmer-Wohnung mit hellem Wohn-/Schlafbereich und Dusche. **Die Wohnung verfügt jedoch über keine Küche.**  
  
**Ihre Vorteile:**  

*   Zentrale Lage
*   Bahnhof in nur 3 Gehminuten erreichbar
*   Schwimmbad und Fitnesscenter in der Nähe
*   Einkaufsmöglichkeiten und Restaurants bequem erreichbar
*   Grosse Fenster
*   Lift

**Wir freuen uns auf Ihre Kontaktanfrage!**","view,parkingspace,accessiblewithwheelchair,petsallowed",False,,
flatfox,86395468,,2280,,,3.5,88,1,,,8246,Langwiesen,47.681814742101,8.657501771282,https://flatfox.ch/de/wohnung/8246-langwiesen/86395468/,FURNISHED_FLAT,"MIETDAUER ab 1. Oktober 2026 bis 30. April 2027 (mind. 1 Monat)   
  
schöne vollausgestattete (möbilierte) 2-Zimmer Wohnung (zentrale Lage), 88m², im 1. Stock, mit Lift, 1 Balkon, 1 Terrasse, Garten (zur Mitbenützung), Gartensitzplatz (zur Mitbenützung), Wintergarten, 1 eigener Parkplatz, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ...   
  
Weitere Infos, Fragen und Besichtigen: ums.ch/angebots-detail/69584/   
  
English: ums.ch/offer-detail/69584/   
Français: ums.ch/offre-detail/69584/","lift,accessiblewithwheelchair,petsallowed,balconygarden,parkingspace,cable",True,,2026-10-01
flatfox,86395487,,3540,3300,240,3.0,79,5,1924,Nebelbachstrasse 7,8008,Zürich,47.353054742106,8.558261771289,https://flatfox.ch/de/wohnung/nebelbachstrasse-7-8008-zurich/86395487/,APARTMENT,"Per sofort vermieten wir diese schöne 3.0-Zimmerwohnung in Zürich.   
  
Diese stilvolle Dachwohnung mit Galerie verbindet grosszügiges Wohnen mit modernem Komfort und einem besonderen Loft-Ambiente. Die Wohnung wurde umfassend renoviert und präsentiert sich in einem modernen und hochwertigen Zustand.   
  
Die Renovation umfasst unter anderem eine neue Küche, ein neues Badezimmer, einen neuen Bodenbelag sowie frisch gestrichene Räume. Die Dachfenster wurden zudem mit einer neuen automatischen Beschattung ausgestattet, die für angenehmen Sonnenschutz und zusätzlichen Wohnkomfort sorgt.   
  
Die Wohnung bietet Ihnen folgende Annehmlichkeiten:   
  
\- Alle Wohnräume mit Parkettboden   
\- Küche und Nasszellen mit pflegeleichtem Plattenboden   
\- Küche mit Induktionsherd, Backofen und viel Stauraum für Ihre Küchenutensilien   
\- Waschküche und Trockenraum zur Mitbenutzung. Auf dem Stockwerk steht zudem ein Waschturm mit Waschmaschine und Tumbler zur gemeinschaftlichen Nutzung mit der zweiten Dachwohnung zur Verfügung.   
\- Eigenes Kellerabteil   
\- Lift vorhanden (nicht Barrierefrei da Liftzugang auf den Zwischengeschossen)   
  
Nach Verfügbarkeit kann ein Parkplatz für CHF 200.00 pro Monat dazu gemietet werden.   
  
Die öffentlichen Verkehrsmittel sind hervorragend erreichbar: Die Tramlinien 11 und 15 befinden sich nur ca. 1 Gehminute entfernt. Den Bahnhof Zürich Stadelhofen erreichen Sie in rund 10 Minuten, der Bahnhof Tiefenbrunnen ist ca. 5 Minuten entfernt.   
  
Für Erholung und Freizeit ist der Zürichsee in nur ca. 5 Gehminuten erreichbar.   
  
Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",lift,False,2010,
flatfox,86395505,,949,682,267,1.0,25,1,,Badenerstrasse 46,8952,Schlieren,47.396849742101,8.439881771282,https://flatfox.ch/de/wohnung/badenerstrasse-46-8952-schlieren/86395505/,APARTMENT,"**Charmante 1-Zimmerwohnung in zentraler Lage von Schlieren befristet bis 28.02.2027**

Diese helle und gut geschnittene 1-Zimmerwohnung bietet Ihnen ein komfortables Zuhause an zentraler Lage in Schlieren. Ideal geeignet für Singles, Wochenaufenthalter oder als temporäre Wohnlösung. 

In den **Nachbarliegenschaften** haben wir noch weitere **befristete Wohnungen** im gleichen Ausbaustandard anzubieten: 

\- 2.5-Zimmer Wohnung an der Badenerstrasse 46, Schlieren (nach Vereinbarung ab Mitte Oktober 2026) 

\- 1.0-Zimmer Wohnung an der Badenerstrasse 50, Schlieren (nach Vereinbarung ab Mitte Oktober 2026) 

Gerne dürfen Sie die 1-Zimmer Wohnung als Beispielwohnung besichtigen und sich dann auf eine der anderen freien Wohnungen bewerben. 

**Das erwartet Sie:**

\- Lichtdurchfluteter Schlafbereich mit großen Fenstern 

\- Südlich ausgerichteter Balkon für sonnige Stunden 

\- Funktionale Küche mit allen wichtigen Geräten 

\- Badezimmer mit Badewanne und WC 

\- Hervorragende Anbindung an den öffentlichen Verkehr (S-Bahn, Bus) 

\- Einkaufsmöglichkeiten, Restaurants und Freizeitangebote direkt in der Nähe 

_Bei den Fotos handelt es sich um Beispielfotos. Die Wohnung kann im Erscheinungsbild leicht davon abweichen._

**Besonderheiten:**   
Die Wohnung wird befristet bis zum **28\. Februar 2027** vermietet. 

Schlieren kombiniert urbanes Lebensgefühl mit Naherholung die Nähe zu Zürich und die ausgezeichnete Infrastruktur machen diesen Standort besonders attraktiv. 

**Haben wir Ihr Interesse geweckt?**   
Gerne stehen wir Ihnen für weitere Informationen oder eine Besichtigung zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme per Telefon unter +41 44 575 71 40 oder via Mail an lisa.zwicky@hbre.ch.",,False,,2026-12-01
flatfox,86395514,,1650,,,1.0,20,,,Weinbergstrasse 48,8006,Zürich,47.380879742109,8.544211771285,https://flatfox.ch/de/wohnung/weinbergstrasse-48-8006-zurich/86395514/,APARTMENT,"Petit havre de paix de 20 m² en plein centre de Zurich : calme, verdoyant et pourtant ultra-central. Ce T1 confortable et entièrement meublé est idéal comme pied-à-terre tout compris. Vous y trouverez un canapé convertible, un lit spacieux avec télévision et rangements, ainsi quune salle de bain. Au sous-sol : lave-linge, sèche-linge, local de séchage et local à vélos.",,False,,
flatfox,86395590,,,1940,105,2.0,65,4,,Zentralstrasse 129,8003,Zürich,47.374800842105,8.515531771287,https://flatfox.ch/de/wohnung/zentralstrasse-129-8003-zurich/86395590/,APARTMENT,"Per 1. Oktober 2026 oder nach Vereinbarung vermeiten wir - **BEFRISTET BIS AM 31.03.2027** - eine moderne und schöne 2-Zimmer-Wohnung, welche optimal in den Nähe vom Idaplatz gelegen ist.  
  
Diese Wohnung überzeugt durch ihren modernen Ausbaustandard und die hochwertigen Materialien, die ein angenehmes Wohnambiente schaffen.  
  
Highlights der Wohnung:  
  

*   Schlafzimmer und Wohnzimmer: Elegante Parkettböden für eine warme und behagliche Atmosphäre
*   Badezimmer: modern mit hochwertigen und pflegeleichten Plattenböden
*   Ausbaustandard: Moderner und gehobener Standard mit durchdachtem Raumkonzept

Lage:  
  

*   bestens angeschlossen und schöne Wohngegend
*   Einkaufsmöglichkeiten und Restaruants sind in der Nähe.
*   optimal gelegen zwischen Idaplatz und Lochergut","view,balconygarden,lift,dishwasher,parquetflooring",False,,2026-10-01
flatfox,86395600,,2260,,,2.5,75,5,,Hegibachstrasse 78,8032,zürich,47.363823942106,8.565581771284,https://flatfox.ch/de/wohnung/hegibachstrasse-78-8032-zurich/86395600/,APARTMENT,"**Deutsch**  
Helle und ruhige 2.5-Zimmerwohnung, 75 m2, Zuerich 8032  
Ich vermiete meine grosszuegige und sehr ruhige 2.5-Zimmerwohnung im 5. Stock in Zuerich 8032. Die Wohnung bietet ca. 75 m2 Wohnflaeche und eignet sich ideal fuer eine Einzelperson oder ein Paar, das eine gemuetliche Wohnung in ruhiger Lage mit guter Anbindung sucht.  
Die Wohnung verfuegt ueber ein separates Schlafzimmer, einen grosszuegigen Wohnbereich sowie ein Cheminée, das besonders im Winter fuer eine sehr angenehme und gemuetliche Atmosphaere sorgt.  
Zusaetzlich besteht Zugang zu einer Dachterrasse, die von den Bewohnern des Hauses genutzt werden kann. Zur Wohnung gehoert ausserdem ein sehr grosser Estrich-/Dachbodenraum, der viel zusaetzlichen Stauraum bietet.  
Einkaufsmoeglichkeiten und oeffentliche Verkehrsmittel befinden sich in unmittelbarer Naehe, waehrend die Wohnung selbst angenehm ruhig gelegen ist.  
Moebel:  
Bevorzugt wird eine Person, die einen Teil oder idealerweise die vorhandenen Moebel uebernehmen moechte. Dies ist jedoch keine Voraussetzung - die Wohnung kann grundsaetzlich auch unmoebliert uebernommen werden.  
Einzug / Vertragsuebernahme:  
Die Wohnung kann idealerweise ab 01.10.2026 bezogen werden. Da dies relativ kurzfristig ist, ist ein Einzug nach Absprache auch etwas spaeter moeglich.  
Der Hauptmietvertrag soll per 15.10.2026 auf die neue Mieterin bzw. den neuen Mieter uebertragen werden, vorbehaltlich der Zustimmung der Verwaltung. Fuer die Zeit zwischen Einzug und Vertragsuebernahme kann bei Bedarf eine entsprechende Zwischen- oder Untermietloesung vereinbart werden.  
Gesucht wird daher jemand, der die ueblichen Voraussetzungen der Verwaltung erfuellt und die Wohnung laengerfristig uebernehmen moechte.  
Bei Interesse freue ich mich ueber eine kurze Nachricht mit ein paar Informationen zu dir/euch, dem gewuenschten Einzugsdatum und eurer aktuellen beruflichen Situation.  
  
  
  
**English**  
Bright and quiet 2.5-room apartment, 75 m2, Zurich 8032  
I am renting out my spacious and very quiet 2.5-room apartment on the 5th floor in Zurich 8032. The apartment offers approximately 75 m2 of living space and is ideal for one person or a couple looking for a cosy home in a peaceful area with good connections.  
The apartment has a separate bedroom, a spacious living area and a fireplace, which makes it particularly cosy during the colder months.  
There is also access to a rooftop terrace shared by the residents of the building. In addition, the apartment comes with a very large attic/storage space, providing plenty of extra storage.  
Shopping facilities and public transport are located nearby, while the apartment itself is in a very calm and quiet location.  
Furniture:  
Preference will be given to someone interested in taking over some or ideally all of the existing furniture. However, this is not mandatory - the apartment can also be rented unfurnished.  
Move-in / contract takeover:  
The apartment is ideally available from 01 October 2026, although a slightly later move-in date can also be arranged.  
The main rental contract is intended to be transferred to the new tenant as of 15 October 2026, subject to approval by the property management. If necessary, a short temporary sublet can be arranged for the period between move-in and the official contract takeover.  
I am therefore looking for someone who meets the usual requirements of the property management and is interested in taking over the apartment on a longer-term basis.  
If interested, please send me a short message introducing yourself, your preferred move-in date and your current professional situation.","fireplace,parquetflooring,dishwasher,tumbler,washingmachine,cable,raisedgroundfloor",False,,2026-10-15
flatfox,86395659,,,2380,,3.5,,5,,Badenerstrasse 339,8003,Zurich,47.377856942101,8.510901771283,https://flatfox.ch/de/wohnung/badenerstrasse-339-8003-zurich/86395659/,APARTMENT,"2-bedroom apartment in Wiedikon – available for takeover from end of November

I’m looking for a new tenant to take over my bright and well-located 2-bedroom apartment in Zürich-Wiedikon, available from end of November.

📍 Prime location at Albisriederplatz – with numerous tram and bus connections right on your doorstep, making it easy to reach Zürich HB, Hardbrücke and all other parts of the city. The area also offers plenty of shops, cafés, restaurants and everyday amenities within walking distance.

The apartment is ideal for anyone looking for a well-connected, central location while still enjoying the neighbourhood feel of Wiedikon.

Available: end of November
Rooms: 2 bedrooms
Location: Albisriederplatz, Zürich-Wiedikon",dishwasher,False,,2026-11-26
flatfox,86395660,,2650,2330,320,3.5,110,3,0,Dorfstrasse 68,8630,Rüti ZH,47.259125842108,8.856031771281,https://flatfox.ch/de/wohnung/dorfstrasse-68-8630-ruti-zh/86395660/,DUPLEX,"Im Neubau Dorfstrasse 68 vermieten wir eine moderne 3.5 Zimmerwohnung.   
  
Die Wohnung bietet viel Raum. ein grosszügiges Zimmer, Wohnbereich, Loggia, Küche, Bad und ein Reduit.   
  
Die Wohnung bietet Ihnen den folgenden Ausbaustandard:   
  
\- Eichenparkett geölt in Wohnräumen   
\- Plattenboden in Bad und Küche - offene Küche hochwertigen Küchengeräte der Marke V-Zug   
\- mit Steinabdeckung, Induktionskochfeld, CombairSteamer und Geschirrspüler   
\- Badezimmer mit Dusche, Fenster und eigenem Waschturm   
\- Holz-Metall-Fenster, 3-fach Isolierverglasung   
\- gemütliche Loggia   
\- Wandschrank   
\- Glasfaser vorhanden   
\- Kellerabteil vorhanden   
  
Das Haus verfügt über einen Lift.   
  
Wichtig:   
  
Ein Einstellplatz kann in der Tiefgarage für CHF 150. pro Monat dazugemietet werden.   
  
Diverse Einkaufsmöglichkeiten sowie der Bahnhof sind in 1-2 Gehminuten erreichbar.   
  
Bei allfälligen Fragen stehen wir Ihnen gerne zur Verfügung.   
  
Wir freuen uns auf Ihre Kontaktaufnahme.","lift,garage",False,,2026-10-01
flatfox,86395699,,,2025,240,1.5,38,3,,Wiesenstrasse 5,8008,Zürich,47.362224742101,8.551261771281,https://flatfox.ch/de/wohnung/wiesenstrasse-5-8008-zurich/86395699/,FURNISHED_FLAT,"Im exklusiven Zürcher Seefeld, nahe See, Bellevue und Opernhaus, vermieten wir an ruhiger Lage eine stilvolle, komplett möblierte 1.5-Zimmerwohnung mit höchstem Komfort. Diverse Einkaufsmöglichkeiten, Restaurants, Apotheken und öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe.  
Die Wohnung bietet:  
  

*   Gemütliches Wohnzimmer mit Holzimitat-Fussboden
*   Bettgrösse wählbar von 140 bis 180 x 200 cm
*   Smart-App-gesteuertes LED-Lichtschienensystem für ein angenehmes Ambiente
*   Moderne, geschlossene Küche mit kombinierter Mikrowelle/Backofen, Glaskeramik, Geschirrspüler, Nespresso-Kaffeemaschine und Steinabdeckung
*   Modernes Badezimmer mit Dusche/Badewanne, Spiegelschrank, Haartrockner, WC und Lavabo
*   Smart-TV mit WLAN-Anschluss und zahlreichen Kanälen in verschiedenen Sprachen
*   Bettwäsche, Badetücher und komplettes Kücheninventar vorhanden
*   Unbegrenztes WLAN-Internet gegen eine moderate Gebühr
*   Mitbenutzung der Waschküche
*   Reinigung auf Anfrage möglich

**Mindestmietdauer: 6 Monate.**  
Für kürzere Mietdauern kontaktieren Sie uns bitte.  
  
Belegung: maximal 1 Person.  
  
Besuchen Sie unseren virtuellen Rundgang:  
https://pixroom.ch/vr/wiesenstrzuerich\\\\\\\_whg01.html  
  
**Einrichtungen: Abweichungen vorbehalten**  
  
**Charming Furnished Apartment in Seefeld – Quiet Location und Separate Kitchen**  
  
In the exclusive Zurich Seefeld district, close to the lake, Bellevue, and the Opera House, we offer a stylish, fully furnished 1.5-room apartment in a quiet residential area. Shops, restaurants, pharmacies, and public transport are just a short walk away.  
  
The flat provides a cosy furnished living room with bed, size selectable from 140cm to 180cm x 200cm, armchair with stool, ample cupboards, work/ side table, reading lamp and parquet laminated flooring. Smart App controlled LED rail system lightning for pleasant ambience.  
  
Lucid modern fully equipped kitchen with dishwasher, microwave/oven, glass-ceramic stove, Nespresso machine, kettle & tea maker and fridge.  
  
Modern bathroom, bed linen, towels and free of charge smart WIFI satellite television with numerous broadcasting stations covering multiple languages. On request unlimited WIFI at a moderate monthly fee.  
  
Common laundry facility available. Minimum stay 6 month. Shorter stays please contact us. Cleaning service can be offered upon request.  
  
Occupancy: maximum 1 person.  
  
Visit our virtual tour: https://pixroom.ch/vr/wiesenstrzuerich\\\\\\\_whg01.html  
\*\* \*\* Furnishings: Subject to changes \*\*","lift,dishwasher",True,,
flatfox,86395771,,1860,1610,250,4.0,86,3,1970,Sunnebüelstr. 27,8604,Volketswil,47.392794742101,8.681311771287,https://flatfox.ch/de/wohnung/sunnebuelstr-27-8604-volketswil/86395771/,APARTMENT,"Wir vermieten per 1. Dezember 2026 eine 4-Zimmerwohnung im Sunnebüel in Volketswil.   
  
Die Wohnung überzeugt mit folgenden Eigenschaften:   
  
\- Ganze Wohnung mit Parkettboden ausgestattet   
\- Badezimmer mit Badewanne, Doppellavabo und Fenster   
\- Separates WC   
\- Reduit in der Wohnung für mehr Platz   
\- Grosser verglaster Balkon mit Blick ins Grüne   
\- Eigenes Kellerabteil 

  


(Die Bilder zeigen eine andere Wohnung mit dem selben Ausbaustandard).    


  


Die Überbauung befindet sich in einer familienfreundlichen und gepflegten Grünanlage mit grosser Spielwiese und Spielplatz.  Durch das dichte Busnetz sind diverse Einkaufsmöglichkeiten wie das Volkiland oder das Zentrum von Volketswil problemlos erreichbar. Mit dem öffentlichen Verkehr gelangt man innert 30 Minuten in die Stadt Zürich. Daneben verfügt Volketswil über zwei Autobahnanschlüsse. 

  
Einen Einstellplatz können Sie gerne auf Wunsch à CHF 130/mtl. Dazu mieten.   
  
Wir freuen uns auf Ihre Kontaktaufnahme!",,False,,2026-12-01
flatfox,86394839,,,2890,200,3.5,94,2,2025,Schmittenackerstrasse 10,8304,Wallisellen,47.418984742102,8.595211771287,https://flatfox.ch/de/wohnung/schmittenackerstrasse-10-8304-wallisellen/86394839/,APARTMENT,"Schöne Wohnung mit Balkon, eigener Waschmaschine und Trockner zu vermieten","view,parkingspace,garage,dishwasher,cable,broadbandinternet,tumbler,stonefloor,washingmachine,parquetflooring",False,,
flatfox,86394912,,,1510,170,2.5,,2,,Schellerstrasse 21,8620,Wetzikon,47.321340842105,8.786291771283,https://flatfox.ch/de/wohnung/schellerstrasse-21-8620-wetzikon/86394912/,APARTMENT,"Per 01.11.2026 vermieten wir diese schöne, helle, moderne 2.5-Zimmerwohnung im 2. OG.  
  
Die Wohnung verfügt über folgende Eigenschaften:  
  
\- Grosse, offene Küche mit Glaskeramik, Granitabdeckung, Geschirrspüler, grosser Kühlschrank mit sep. Gefrierfach (3 Schubladen)  
\- Helles, grosses Badezimmer mit grauen Bodenplatten, Doppellavabo und grossem Fenster  
\- Eigener Waschturm (Waschmaschine + Tumbler) in der Wohnung  
\- Ganze Wohnung ist mit Parkett ausgestattet  
\- Die Wohnung verfügt über sehr grosse Fenster und einen sehr grossen Balkon (18m2) der zum Verweilen einlädt  
  
Zur Wohnung gehört ein Kellerabteil und nach Bedarf können ein oder mehrere Einstellplätze für CHF 130.00/Monat gemietet werden.  
  
  
Es lohnt sich, diese Wohnung zu besichtigen!  
  
Die Fotos stammen von einer vergleichbaren Nachbarswohnung und können vom angebotenen Mietobjekt leicht abweichen",,False,,2026-11-01
flatfox,86394926,,1990,,,2.0,40,,,Langstrasse 225,8005,Zürich,47.383584042104,8.530481771289,https://flatfox.ch/de/wohnung/langstrasse-225-8005-zurich/86394926/,APARTMENT,"Sofort verfügbar: Modernes Wohnen in bester Lage   
Wir vermieten eine frisch renovierte und voll ausgestattete Zweizimmerwohnung.   
  
Ausgezeichnete öffentliche Verkehrsanbindungen, Supermärkte und Restaurants direkt vor der Tür",,False,,
flatfox,86394933,,1530,,,1.0,22,,,Baurstrasse 29,8008,Zürich,47.355929742109,8.554481771289,https://flatfox.ch/de/wohnung/baurstrasse-29-8008-zurich/86394933/,APARTMENT,"Ab sofort steht eine 22 Quadratmeter große Wohneinheit in zentraler Lage von Seefeld zur Anmietung bereit, die auf kleinem Raum sämtliche Annehmlichkeiten einer großen Wohnung bietet. Das Erdgeschoss-Apartment verfügt neben einer Einbauküche inklusive Waschmaschine über ein hochwertig ausgestattetes   
  
Nur wenige Schritte entfernt finden Sie eine lebendige Auswahl an Boutiquen, diversen Restaurants und reichhaltigen kulturellen Erlebnissen, alles vor der Kulisse malerischer Parks und des ruhigen Seeufers. Egal, ob Sie die belebten Strassen erkunden oder die friedliche Atmosphäre Ihres Zuhauses geniessen, diese erstklassige Lage sorgt dafür, dass alles, was Sie brauchen, leicht zu erreichen ist.",,False,,
flatfox,86394935,,1300,,,1.0,,,,Hohenklingenstrasse 38,8049,Zürich,47.402274742102,8.491881771281,https://flatfox.ch/de/wohnung/hohenklingenstrasse-38-8049-zurich/86394935/,SINGLE_ROOM,"Roommate gesucht ab 1. November oder 1. Dezember   
  
Ich suche eine Person, die mit mir in einer wunderschönen, ruhigen 3.5-Zimmerwohnung mit grossem Garten wohnen möchte. Die Wohnung verfügt über eine moderne Küche mit Geschirrspüler, ein Bad und separte Toilette, einen grossen Keller und Estrich sowie einen Balkon mit Bergblick.   
  
Dein Zimmer ist unmöbliert mit Einbauschrank (evt. option auf Schreibtisch und Bett). Das Highlight ist der grosse Garten mit einer Wiese, zwei Apfelbäumen und der Möglichkeit, Gemüse anzubauen perfekt zum Sommerabende und/oder kleine Feste.   
  
Die Lage ist sehr ruhig, mit dem Fahrrad oder ÖV bist du in 10-15 Minuten im Zentrum. Coop, Migros und Denner sind in der Nähe. Die Werdinsel und Bademöglichkeiten erreichst du in ca. 5 Minuten zu Fuss.   
  
Über mich und das Zusammenleben:   
Ich bin Simon, 32 Jahre alt, spiele Handball in Schwami und werde nächstes Jahr an der QUEST PH mein Studium beginnen.   
  
Ich bin unkompliziert, gerne unterwegs, in der Natur oder auch mal in einer Bar anzutreffen. Ich koche sehr gerne und freue mich über gemeinsame Abende oder Unternehmungen. Gleichzeitig ist mir wichtig, dass jeder seinen Freiraum hat und sich zuhause wohlfühlt.   
  
Wenn du Lust auf ein schönes Zuhause mit Garten und ein entspanntes Zusammenleben hast, freue ich mich, von dir zu hören!",,False,,
